GENE	CD69-ITGAE-	CD69+ITGAE-	CD38-ENTPD1-	CD38+ENTPD1-	CD38+ENTPD1+
CERS5	0.475561054	0.386188162	0.374139886	0.499435239	0.582763559
LIMA1	0.225367062	0.253679736	0.267425984	0.349300082	0.671742588
LARP4	0.305885125	0.228424299	0.225064337	0.279965128	0.30357744
DIP2B	0.170945192	0.142366717	0.160874205	0.151284673	0.165182224
ATF1	0.450716787	0.400536236	0.340328279	0.387126994	0.440584022
METTL7A	0.04818929	0.037011598	0.042749644	0.032342071	0.048936696
SLC11A2	0.164867261	0.082245299	0.06606793	0.092070242	0.117855129
LETMD1	0.889432272	0.610082307	0.456705311	0.532182622	0.51506911
CSRNP2	0.108443848	0.094172027	0.111483642	0.054534904	0.080197811
TFCP2	0.115868683	0.064977044	0.06453179	0.097653842	0.10323578
POU6F1	0.089734669	0.023482959	0.029156956	0.00742132	0.009676072
DAZAP2	2.734624819	2.595901784	2.539843129	2.565984484	2.469220483
SMAGP	0.219606474	0.191554111	0.04505893	0.063455492	0.037142134
BIN2	1.293173755	1.220366547	1.119039604	1.222466468	0.929841999
CELA1	0	0.001253979	0	0	0
GALNT6	0.186996638	0.201964526	0.330382504	0.267727345	0.238928803
SLC4A8	0.036079149	0.048224721	0.05700782	0.033906814	0.041151607
SCN8A	0	0.012206727	0.012097802	0.00656354	0.005484161
AC068987.5	0	0.000791513	0	0.003023723	0
FIGNL2	0	0.007240186	0	0.012144497	0.007837515
ACVRL1	0.014241754	0.013407239	0.006513219	0.007509188	0.001890422
ACVR1B	0.095177825	0.035351838	0.023534081	0.020637209	0.041157824
GRASP	0.122329672	0.154105003	0.168024558	0.071405524	0.093332672
NR4A1	0.741604448	2.202952656	1.556170985	2.388488494	2.454701536
AC025259.3	0	0.019154955	0.03094208	0.026449995	0.034047707
ATG101	0.360518312	0.57984892	0.639640246	0.633361391	0.63398389
AC078864.2	0	0	0.00494042	0.007026884	0
LINC00592	0	0	0	0	0.000712482
KRT80	0.015436554	0.001870746	0.009636417	0.005162769	0.012653091
KRT7	0.018638887	0.073225342	0.069532352	0.120640738	0.050234596
KRT86	0.162449026	0.096491712	0.320742093	1.361323621	2.712102497
KRT81	0.034283747	0.037270749	0.047632722	0.170985585	0.843493293
KRT6B	0	0.000491377	0	0	0
KRT6C	0	0	0	0	0
KRT6A	0	0.003379938	0.018024009	0	0.002065404
KRT5	0	0.000719521	0.007933323	0.00389077	0.007161456
KRT72	0	0.000780541	0	0.002269375	0
KRT73	0	0.00156066	0	0	0
KRT2	0	0.00548395	0	0	0
KRT1	0	0	0.004369092	0.003508573	0.001031172
KRT3	0	0	0	0	0
KRT79	0	0	0	0	0
KRT8	0.109060235	0.144422592	0.112480397	0.119435992	0.157880922
KRT18	0.247597858	0.280252542	0.172829842	0.167677914	0.187316994
EIF4B	1.480628637	1.511406367	1.593890769	1.275278239	1.312866985
AC068888.1	0	0.00468557	0.01924926	0	0.01530662
TNS2	0	0.000601258	0.007183892	0	0.008204763
SPRYD3	0.35469598	0.373433196	0.404718125	0.334056309	0.370195199
IGFBP6	0.094911719	0.052909131	0.081337495	0.109711026	0.040702014
SOAT2	0	0.006882679	0.005251995	0.003102518	0.004282142
CSAD	0.05403188	0.039188595	0.049787523	0.055577903	0.046077105
ZNF740	0.073151251	0.087770772	0.082153509	0.110196782	0.131332731
ITGB7	0.907171983	1.001747987	1.310078858	1.457937734	1.599903417
RARG	0.029256256	0.066976424	0.044445439	0.077252877	0.034591392
MFSD5	0.399275432	0.320460572	0.31129764	0.37115826	0.387039566
ESPL1	0	0.001871206	0	0	0.00481568
PFDN5	3.658089313	3.506955768	3.514282504	3.458102169	3.305449929
AC073611.1	0	0.009911374	0.013942863	0	0.003374047
C12orf10	0.466608283	0.398323673	0.379526345	0.43534154	0.457384302
AAAS	0.324442884	0.317016303	0.221352904	0.324996903	0.318063096
SP1	0.192498311	0.190624833	0.165146097	0.19918415	0.197757907
AMHR2	0	0	0	0.004074851	0
PRR13	2.269241005	2.109640913	2.027458616	2.176118691	2.079876261
PCBP2	3.231606346	3.1388104	3.258055973	3.091659733	3.015613591
MAP3K12	0.086749546	0.082870092	0.068041438	0.109486833	0.103818172
AC023509.4	0.017602088	0.015279305	0.009561127	0.011090885	0.003621406
TARBP2	0.308714901	0.2199858	0.216732535	0.223143441	0.278096064
AC023509.3	0	0.004905134	0.003023156	0.008075399	0.000264096
ATF7	0.290468552	0.152929709	0.196420382	0.150043616	0.19134844
AC023509.2	0	0.006561491	0.004879266	0.012524203	0.014249924
ATP5MC2	3.370854974	3.114738364	3.071831821	3.248307161	3.311549901
CALCOCO1	0.405630565	0.406464763	0.347839248	0.398055698	0.462942914
HOXC11	0.016742422	0.000472926	0	0.002598622	0.000900384
HOXC6	0	0	0	0	0
HOXC9	0	0.001281431	0	0	0
HOXC8	0	0.000522206	0	0.004825089	0
HOXC4	0.04625141	0.029894087	0.022643663	0.032583649	0.032492572
HOXC5	0	0.001054576	0	0	0
AC023794.3	0.008926404	0.001516361	0.001792919	0.011931189	0
SMUG1	0.203000712	0.134857176	0.167795604	0.152426194	0.227072768
LINC02381	0.00874744	0.008845142	0.009367958	0.018402553	0.008135851
CBX5	0.280328527	0.29869078	0.284413158	0.322795873	0.524847791
HNRNPA1	3.524869203	3.551762045	3.564124993	3.586609498	3.709283722
NFE2	0.017141065	0.004843071	0.006313277	0	0.004500444
COPZ1	1.109756852	0.859104033	0.88449281	1.073360584	1.13415697
AC079313.2	0	0.002321724	0	0	0
GPR84	0.013844618	0.011336698	0	0.002789644	0.001841991
ZNF385A	0.102615411	0.051381658	0.016488768	0.014490349	0.017084442
ITGA5	0.294391466	0.410890206	0.281541161	0.135408165	0.064550608
GTSF1	0.294204515	0.240825501	0.173190361	0.133517395	0.124205793
NCKAP1L	0.705269686	0.757004865	0.775713358	0.811441789	0.788821401
PDE1B	0.017316296	0.025498286	0.025156809	0.024260255	0.032912971
PPP1R1A	0	0.00079414	0	0	0.003250628
TESPA1	0.338899466	0.26043736	0.241123214	0.315394211	0.373221714
METTL7B	0	0.001375332	0.007653491	0	0.003835267
ITGA7	0	0.007751394	0.003660429	0.009668964	0.037536626
AC009779.3	0	0.015207503	0.00714267	0.046518399	0.019354745
BLOC1S1	0.752895187	0.661566585	0.762896952	0.996183431	1.017278139
RDH5	0	0.002779156	0	0.007042726	0.022953947
CD63	1.419438935	1.469275615	1.975910049	2.401345523	2.782421388
AC009779.2	0.016755615	0.039297769	0.014682983	0.093413856	0.056095541
GDF11	0.026356354	0.048930196	0.060828023	0.096369123	0.106276575
SARNP	0.352064379	0.27432525	0.25720674	0.371489181	0.385476214
AC023055.1	0	0.006208882	0	0.002501211	0
ORMDL2	0.762801113	0.634434102	0.635763474	0.78036797	0.728620664
DNAJC14	0.028418078	0.127057245	0.147729662	0.100512832	0.11802579
MMP19	0.029088215	0.055880984	0.010566919	0.052588389	0.008608667
PYM1	0.480969236	0.259299133	0.228761663	0.305251659	0.306450239
DGKA	0.662938094	0.673864103	0.636098913	0.581724464	0.591060596
PMEL	0	0	0	0.007362932	0.000900384
CDK2	0.112809706	0.115656002	0.146394404	0.12250292	0.247622426
RAB5B	0.41301746	0.369539311	0.417111881	0.463786436	0.432036533
SUOX	0	0.00836017	0.038215006	0.031281014	0.129578146
IKZF4	0.059486804	0.020205528	0.051810195	0.071508408	0.222302208
AC034102.3	0	0.006664182	0	0.001974872	0
RPS26	5.342443223	5.088641789	4.661544929	4.864943759	4.19979212
ERBB3	0	0.030857065	0.049732882	0.025076814	0.012654126
PA2G4	1.423309151	1.200394024	1.268413603	1.370100787	1.302116669
RPL41	7.120215116	6.879676171	6.761022353	6.580803372	6.158516075
ZC3H10	0.050124603	0.037758798	0.041057869	0.040871723	0.05535864
ESYT1	0.444203142	0.490001109	0.632201341	0.671231518	0.806761969
AC034102.6	0	0.011150052	0.005344568	0.010493724	0.015871497
AC034102.5	0	0	0	0	0
MYL6B	0.22609505	0.233466301	0.258510663	0.381112409	0.666344732
MYL6	3.986134813	3.970748986	4.21038228	4.214753231	4.424645674
SMARCC2	0.541324443	0.560460646	0.675123358	0.638949116	0.664295905
RNF41	0.209442426	0.318951356	0.311037768	0.373539845	0.407682586
NABP2	0.44967992	0.326907625	0.347491924	0.417746693	0.535825967
ANKRD52	0.161710649	0.12358322	0.085114174	0.141698151	0.179502566
COQ10A	0.265413424	0.286549699	0.253817826	0.277513801	0.241332017
CS	0.23095952	0.39878767	0.412947946	0.446662374	0.440327348
AC073896.2	0.064218822	0.109599602	0.136980764	0.111285458	0.067951478
CNPY2	0.218412916	0.1940815	0.162698753	0.249541611	0.277130745
PAN2	0.124516689	0.094639238	0.08301789	0.106461482	0.089750188
IL23A	0.136907107	0.092865649	0.118765825	0.069619715	0.040864355
STAT2	0.301084094	0.319126263	0.36453785	0.327058242	0.331661887
TIMELESS	0.043304701	0.045716109	0.063468823	0.044786749	0.147509757
MIP	0	0	0	0	0.002345251
SPRYD4	0.057293195	0.065922602	0.059713892	0.056432718	0.072837807
GLS2	0.017110509	0.010389185	0	0.023193464	0.008445303
RBMS2	0.042858951	0.035318399	0.038837035	0.020411347	0.029348686
BAZ2A	0.608400007	0.706541576	0.71197285	0.696874879	0.722541746
ATP5F1B	1.916577293	2.121292094	2.301719933	2.26669222	2.444680962
PTGES3	2.302584767	2.445899935	2.246887521	2.260326514	2.280141076
NACA	4.396033063	4.174351907	4.174832623	4.085252671	3.98678343
PRIM1	0.202973317	0.143513032	0.075527335	0.182949439	0.215071902
HSD17B6	0	0.009992341	0.02304179	0.022153416	0.010849724
RDH16	0	0	0	0.004950215	0.001508129
GPR182	0	0	0	0	0
ZBTB39	0.037972556	0.061026479	0.063396807	0.04593592	0.056475157
TAC3	0	0.002146379	0	0	0.002662166
MYO1A	0	0	0.012310495	0	0
NEMP1	0.060070004	0.057143174	0.061493735	0.103057786	0.058967708
NAB2	0.06275739	0.122020796	0.101318703	0.172522119	0.223211191
STAT6	0.489409059	0.420882581	0.382012909	0.373086563	0.348324815
LRP1	0.096069969	0.052020217	0.025406279	0.026985804	0.017371463
NXPH4	0.026421556	0.14707205	0.117917197	0.041969331	0.006975659
SHMT2	0.392816109	0.381915605	0.425616331	0.418049763	0.736750223
AC137834.2	0	0	0	0	0.000592163
NDUFA4L2	0	0.009481843	0.007653491	0.010704555	0.007696118
STAC3	0.022002391	0.028297205	0.031720427	0.014473353	0.022726915
R3HDM2	0.290019503	0.383419279	0.388492688	0.401611126	0.454603643
AC126614.1	0	0.001355174	0	0	0.001700497
INHBE	0	0	0	0	0
GLI1	0.008265371	0.003617663	0	0.003410051	0
ARHGAP9	1.464357162	1.66041494	1.902571243	1.957774994	2.188312189
MARS	0.555219346	0.456101053	0.430782675	0.492661196	0.519400723
DDIT3	0.419291923	1.085505484	0.781422491	0.763251803	0.754630324
MBD6	0.290738983	0.203896288	0.149188757	0.255094161	0.282649423
DCTN2	0.773262932	0.758013073	0.801929911	0.898286868	1.016927619
KIF5A	0.009858479	0.002632976	0.005030796	0.006516936	0.014403216
PIP4K2C	0.205686064	0.231660844	0.207949651	0.257287898	0.280003228
DTX3	0.466049156	0.370834875	0.322455392	0.436688884	0.437774499
ARHGEF25	0	0.008401522	0	0.009739895	0.007214925
SLC26A10	0	0	0	0	0
B4GALNT1	0	0.001137856	0	0.0073136	0.009372456
OS9	0.91403521	0.75639708	0.849217487	0.873447731	0.950880687
AC025165.2	0	0.002474475	0	0.001194183	0.002592431
AGAP2	0.273073062	0.326772275	0.392311961	0.376085695	0.376165527
AGAP2-AS1	0	0.005242675	0.014882528	0	0.007157909
TSPAN31	0.342825445	0.281771292	0.324905496	0.266172914	0.312996653
CDK4	0.421216622	0.379455702	0.390725315	0.380532292	0.581300119
9-Mar	0.176778005	0.187879898	0.137595415	0.144133586	0.216423148
CYP27B1	0	0.002494822	0.006118906	0.010950605	0.004764363
METTL1	0.020108625	0.03798068	0.065588957	0.018524968	0.046630079
EEF1AKMT3	0.010482943	0.01390786	0.025359179	0.019016774	0.014119219
AC025165.3	0	0.000349047	0	0	0
TSFM	0.205160162	0.153500162	0.18908396	0.191662948	0.197686294
AVIL	0.008567856	0.003817332	0.012904692	0.003723743	0.002035912
AC025165.5	0	0	0	0	0
CTDSP2	0.20733693	0.328984695	0.38684097	0.282854769	0.265818795
AC083805.1	0	0.000472926	0	0	0.002471336
AC084033.3	0.154747977	0.149242532	0.114534997	0.153920964	0.115372326
ATP23	0.11383962	0.083805174	0.100118743	0.060968065	0.077061197
LRIG3	0.030866048	0.018349555	0.018065036	0.013789154	0.015540656
AC068305.2	0	0.000984103	0.006652453	0	0.00183556
SLC16A7	0.541805551	0.501233103	0.441613916	0.499419295	0.453088863
FAM19A2	0.030916201	0.02274515	0.005523045	0.031568331	0.019574289
USP15	1.148424497	1.272642114	1.312406537	1.26390657	1.292299118
MON2	0.636192251	0.578007229	0.442070691	0.522886212	0.504084593
LINC01465	0	0.014911755	0.016114248	0.010242305	0.016837906
AC048341.1	0.014013048	0.003829428	0.007009308	0.008653919	0.009342763
AC048341.2	0	0.003160474	0	0.002588099	0.009413641
PPM1H	0	0.007206679	0	0.003105692	0.004141908
AVPR1A	0	0	0	0	0
DPY19L2	0.032695138	0.048833605	0.019419591	0.03390355	0.032683214
RXYLT1	0.190642253	0.173531665	0.165632064	0.219491235	0.231176537
SRGAP1	0	0.001452511	0.01072019	0	0
C12orf66	0.159403642	0.098269714	0.046868259	0.06742851	0.073885536
C12orf56	0	0.000923348	0	0	0
XPOT	0.247665314	0.197613799	0.218853464	0.218014989	0.211237798
AC135279.3	0.031475296	0.007188241	0	0	0.014055607
TBK1	0.533121813	0.364712483	0.329645671	0.443998278	0.578120849
RASSF3	0.164437797	0.218239381	0.230546546	0.117663831	0.153112684
GNS	0.177899727	0.202551238	0.188450121	0.202270428	0.151917045
TBC1D30	0	0.003853474	0.010367734	0.003871023	0.004007401
LINC02389	0	0.001895673	0.003239741	0.005392001	0.0100459
WIF1	0.019901287	0	0.007995005	0	0.002311103
LEMD3	0.427131771	0.503399261	0.528353281	0.407143979	0.489527529
MSRB3	0.012130042	0.005103078	0	0.016147617	0
AC090673.1	0	0	0	0	0
LLPH	0.194487936	0.24811371	0.27478582	0.256025241	0.233129813
TMBIM4	0.258993586	0.291284428	0.255019753	0.342214996	0.332025467
IRAK3	0	0.032916348	0.012154091	0.008768728	0.008666067
HELB	0.52714553	0.537185661	0.539024789	0.54741706	0.316706224
GRIP1	0	0	0	0	0.001271128
CAND1	0.603074494	0.57316783	0.592850395	0.563019004	0.604973282
LINC02408	0	0	0	0	0
DYRK2	0.403758122	0.301291788	0.298470418	0.253841023	0.278652972
IFNG-AS1	0.819233718	0.322912611	0.053452259	0.084749729	0.014204966
IFNG	2.128981919	2.851192473	0.955573278	3.052768601	2.959275987
IL26	0.046079482	0.003268528	0.003922053	0.020217707	0.078665652
IL22	0	0	0	0.02979194	0.01394978
MDM1	0.084217912	0.107485372	0.106845253	0.134702817	0.148572083
LINC02384	0.055308957	0.106560591	0.087240496	0.100420927	0.047316318
AC008033.3	0	0	0	0	0
RAP1B	1.853634748	1.781668851	1.96414444	1.915875763	1.987506909
AC090061.1	0.076962973	0.036208754	0.013756894	0.031669993	0.031723997
NUP107	0.369195542	0.317406507	0.2791463	0.33090295	0.370057922
SLC35E3	0.180045856	0.126073194	0.159581833	0.172069255	0.172888996
MDM2	0.306390135	0.467311011	0.423759359	0.493644683	0.586905321
AC025423.1	0.016742422	0.001013629	0	0	0
AC025423.4	0	0.01723395	0.026819521	0.018067999	0.028844632
CPM	0.08882241	0.059661829	0.043990429	0.07047315	0.092510511
CPSF6	0.417925875	0.457617829	0.502799855	0.618440396	0.711980358
AC020656.2	0.010749032	0.004612988	0	0.018326607	0.013445374
LYZ	2.116355521	2.137717168	1.622026238	1.623971567	0.502654952
AC020656.1	0.050794174	0.035394484	0	0.025693732	0.001646576
YEATS4	0.188778501	0.32153513	0.328009616	0.355065719	0.393872557
FRS2	0.200135052	0.137114044	0.147244605	0.105431242	0.138411645
CCT2	0.955902714	1.030176718	1.050320046	1.05743289	1.124937728
AC025263.1	0.013844618	0.000860795	0.002893696	0	0
RAB3IP	0.184179166	0.274353734	0.223635938	0.263462716	0.226225269
AC025159.1	0.416258998	0.218307623	0.179083738	0.257078769	0.234369888
LINC01481	0	0.000970139	0	0.003105692	0.003600016
CNOT2	0.924286458	0.871987306	0.883760151	0.934980059	0.990398111
KCNMB4	0	0.017866718	0.00668064	0.018606081	0.025696399
AC025569.1	0	0	0	0.002646186	0
PTPRB	0.029475843	0.004606557	0	0.002010177	0.002966315
AC083809.1	0	0	0	0	0
PTPRR	0	0.001025903	0	0.004103768	0.011228567
AC025575.2	0	0.001458035	0	0	0.001610945
TSPAN8	0.038556838	0.006233507	0.00408462	0.00428023	0.001992293
LGR5	0	0	0	0	0
ZFC3H1	0.533460554	0.606874089	0.566296228	0.542742521	0.603536494
THAP2	0.222058608	0.300659068	0.334819245	0.260407644	0.258258899
TMEM19	0.251376256	0.137750348	0.157305504	0.167676475	0.15864796
RAB21	0.369032754	0.409551357	0.559547914	0.425379631	0.52274559
TBC1D15	0.278204123	0.338253669	0.428669301	0.280739217	0.350259631
AC090502.1	0	0	0	0	0
ATXN7L3B	0.450696219	0.471106627	0.425029897	0.447438354	0.551170153
AC025257.1	0	0.015188457	0.006439393	0.003669165	0.002132627
CAPS2	0.008197139	0.021370911	0.032800725	0.017961292	0.025091694
GLIPR1L2	0	0.014385766	0.01532993	0.007003058	0.002571564
GLIPR1	1.36222558	1.427101758	1.829208323	1.666094292	1.420092525
AC121761.1	0	0.007286121	0.005532089	0	0.003216663
KRR1	0.598745647	0.638922861	0.74150506	0.619975099	0.71583439
PHLDA1	0.664059559	1.30462731	1.712746065	2.31768426	2.880438851
AC011611.3	0	0.02490505	0.036381635	0.095514683	0.124421865
AC011611.4	0	0.001772576	0	0	0.001487594
NAP1L1	1.434435653	1.380789262	1.599822957	1.423451401	1.628174247
LINC02407	0	0	0	0	0
BBS10	0.028447113	0.0192951	0.030684691	0.006499666	0.014583978
OSBPL8	0.819698393	0.845592601	1.039937403	0.961796317	1.196023819
ZDHHC17	0.239592795	0.18833162	0.15630595	0.278568441	0.254958121
CSRP2	0.027139075	0.012899927	0.015887035	0.006360579	0.013510512
E2F7	0	0.010152893	0	0.028440254	0.048203866
NAV3	0	0	0	0	0
SYT1	0	0.000853123	0	0.002671215	0
AC027288.3	0	0	0	0	0
PAWR	0	0.009603134	0.008443108	0.011296163	0.011842653
PPP1R12A	1.293616631	1.228253129	1.199031637	1.468180009	1.438730827
MYF6	0	0	0	0	0
LIN7A	0.012591492	0.010923129	0	0.014232888	0
ACSS3	0.010107626	0.001400104	0	0	0
PPFIA2	0	0	0	0	0
LINC02426	0	0	0	0	0
CCDC59	0.892819618	0.963750996	0.993325139	0.90119322	0.843585478
METTL25	0.068052526	0.079984716	0.142225948	0.096272512	0.101381036
TMTC2	0.136272674	0.07778057	0.039603912	0.083319888	0.032376186
LRRIQ1	0	0.001446657	0	0.005871706	0
RASSF9	0	0.004130081	0	0.003803041	0
C12orf29	0.257383172	0.292374841	0.320078683	0.255583407	0.238316736
CEP290	0.19459769	0.241123896	0.226924452	0.215897634	0.225280061
TMTC3	0.120604002	0.070453681	0.037685737	0.055794997	0.065018767
KITLG	0	0.007124269	0.027947871	0.019310182	0.005468373
AC024941.2	0	0	0	0	0
DUSP6	0.202616161	0.301445849	0.181135431	0.248635266	0.127749214
AC024909.2	0.042711056	0.007127119	0	0.011387477	0.011056991
POC1B	0.185155902	0.239172798	0.213916837	0.30039022	0.288417514
GALNT4	0	0.014414461	0.020810013	0.029898454	0.010978014
POC1B-GALNT4	0	0.022560233	0.069757185	0.027442079	0.034095193
POC1B-AS1	0.032314468	0.029184144	0.034904688	0.03928116	0.013753796
AC025034.1	0	0.00128872	0	0	0.002175434
ATP2B1	0.73567807	0.877679821	1.076918757	0.67600246	0.872180636
ATP2B1-AS1	0.533896849	0.466286789	0.306580615	0.395865127	0.371988978
EPYC	0.010813616	0.010211522	0.006540236	0.073595517	0.054143759
KERA	0.010813616	0.001497447	0	0.011280316	0.004912346
LUM	0.072368575	0.122063633	0.066710996	0.086795909	0.101828397
DCN	0.167654677	0.114538979	0.133243124	0.18174481	0.117098613
AC126175.1	0.02531653	0.001153926	0.004597561	0	0.003295142
BTG1	4.297261669	5.311979427	5.661742232	5.01408132	4.892499792
AC025164.1	0.897744714	0.6550373	0.564635977	0.720606618	0.546067018
LINC02391	0.034060964	0.030320393	0.013300568	0.033039396	0.047616317
LINC02397	0	0.001490111	0	0.004040952	0
C12orf74	0	0.001683609	0	0	0
PLEKHG7	0	0	0	0	0
EEA1	0.172149587	0.333705309	0.375515695	0.339201629	0.224275987
LINC02413	0	0.003668059	0.00617966	0	0
AC138123.1	0	0	0	0	0
AC124947.1	0	0	0	0.003504523	0
NUDT4	0.450243878	0.710753158	0.936289558	0.85843251	0.978704325
UBE2N	1.16665496	1.305169091	1.39435824	1.388753595	1.486688681
MRPL42	0.458067527	0.487264505	0.423304883	0.498271356	0.498448712
SOCS2	0.126575784	0.064091609	0.126514503	0.066182056	0.062223062
CRADD	0.133443725	0.146030678	0.17740058	0.229282805	0.197600687
PLXNC1	0.057763134	0.114829204	0.116781541	0.056545325	0.046519595
AC073655.2	0	0.002248817	0	0.00401026	0
CEP83	0.111993549	0.148737255	0.10387264	0.15049076	0.120777738
CEP83-DT	0.018530936	0.006882131	0.011207892	0.015719116	0.023050647
TMCC3	0.011468215	0.0406613	0.084984229	0.039739389	0.012200859
NDUFA12	1.558340107	1.221167108	1.298466945	1.42931425	1.510068326
NR2C1	0.303366161	0.226579531	0.284267079	0.19343582	0.269806501
FGD6	0	0.027732536	0.010206659	0.008438112	0.011585007
VEZT	0.264723784	0.322911643	0.316699239	0.365176333	0.485783515
METAP2	0.712616301	0.540712219	0.615891883	0.567836401	0.547441755
USP44	0.046514735	0.030727237	0.005902542	0.013644684	0.000613631
NTN4	0.02691372	0.006692947	0.012164062	0.008533358	0.000331047
SNRPF	1.259555401	1.143400294	1.066606331	1.118721443	1.276641935
CCDC38	0	0.002175661	0.007606721	0.018010193	0
AMDHD1	0.014478049	0.010062132	0.008494661	0.018511463	0.01608179
HAL	0	0	0	0	0.003801584
LTA4H	0.652572994	0.574406793	0.475109019	0.552256936	0.480041831
ELK3	0.201675578	0.270143361	0.278339929	0.30999172	0.236381842
CDK17	0.679011943	0.955018956	1.075439435	0.865528095	0.884395495
CFAP54	0.034684245	0.019894143	0.024553185	0.015669258	0.031437918
NEDD1	0.33096899	0.31396545	0.311344466	0.32018162	0.263037572
LINC02453	0.012160778	0.005819273	0.00554766	0.016063024	0.01587728
TMPO-AS1	0	0.038724021	0.017697576	0.039010412	0.042700003
TMPO	0.564709373	0.627112084	0.545230312	0.768589071	0.806692837
SLC25A3	1.845365134	2.266834161	2.517932161	2.286256947	2.600272553
IKBIP	0.455202685	0.384046636	0.33271414	0.409115102	0.494098275
APAF1	0.328828112	0.172854894	0.109778532	0.199205298	0.228063011
ANKS1B	0.09077432	0.033371142	0.027713459	0.083368537	0.145436562
UHRF1BP1L	0.19596552	0.306243906	0.349831822	0.345800387	0.476077432
ACTR6	0.558661355	0.453963343	0.357585259	0.365028157	0.437478944
DEPDC4	0	0.004898863	0	0	0.013125702
SCYL2	0.330219657	0.293389997	0.265071178	0.313198762	0.277054518
GAS2L3	0	0.014975186	0.008873946	0	0.001361219
UTP20	0.047870469	0.106741951	0.061378523	0.114612705	0.103457488
ARL1	0.402556993	0.36627862	0.426934873	0.451216126	0.491038874
SPIC	0	0	0	0	0
CHPT1	0.155838046	0.167669608	0.182117424	0.173951676	0.268616285
SYCP3	0	0.0014859	0	0.003138601	0.005976505
GNPTAB	0.449507873	0.514843076	0.637821994	0.720764788	0.981462978
DRAM1	0.112173994	0.137425785	0.096658439	0.120439731	0.10693539
WASHC3	0.648381118	0.55025816	0.432346768	0.617737351	0.606761015
NUP37	0.250715633	0.204183628	0.235502485	0.263383979	0.270329679
PARPBP	0.071908069	0.034862714	0.070717206	0.048847183	0.05864645
PMCH	0.027774837	0.00947193	0.026702917	0.122630235	0.04419359
LINC02456	0	0	0	0	0
IGF1	0.023028692	0.008624697	0	0.00165624	0.001820072
PAH	0	0	0.006799725	0	0
ASCL1	0.033895794	0.001011487	0.004570021	0.002568394	0.006833354
C12orf42	0.033551441	0.053616641	0.015672141	0.053700979	0.015606163
STAB2	0	0	0	0	0
AC025265.1	0	0	0	0	0
NT5DC3	0.042525479	0.017066702	0.052577239	0.016892682	0.01458918
HSP90B1	1.850457613	1.930702189	2.030080444	2.069905302	2.234709533
C12orf73	0.090193716	0.094708914	0.084548816	0.116919025	0.118096476
TDG	0.492430839	0.530097714	0.500740373	0.580378919	0.581253824
GLT8D2	0.013609071	0.004018472	0	0.007657071	0.002302878
HCFC2	0.16766993	0.10947755	0.097180382	0.088201016	0.081523267
NFYB	0.304887117	0.214153124	0.145062303	0.244563317	0.26316164
TXNRD1	0.310147371	0.323624249	0.345492507	0.316186944	0.354897709
EID3	0.183101393	0.139404349	0.153127235	0.175841452	0.151707671
CHST11	0.617927193	0.792032048	0.883720038	0.952289934	1.034406114
SLC41A2	0.035034577	0.012791321	0.031427402	0.01235722	0.035676979
C12orf45	0.241968715	0.18982873	0.203838499	0.209430341	0.194175014
ALDH1L2	0	0.001213186	0	0.002140947	0.001546672
WASHC4	0.474118139	0.41600961	0.360338352	0.439917388	0.395833436
APPL2	0.097217461	0.151427036	0.144709076	0.109897367	0.173533375
C12orf75	1.660805783	1.596324288	1.86321486	1.933344238	1.842459361
AC011313.1	0	0.000699369	0	0	0.002236823
NUAK1	0	0.005311568	0	0.005978664	0.005300857
CKAP4	0.023556795	0.056024051	0.038054814	0.01336308	0.009680745
AC079174.2	0	0	0	0	0
TCP11L2	0.178178411	0.173934408	0.196978743	0.157612097	0.130378966
POLR3B	0.069189552	0.053383073	0.029675843	0.077513428	0.054930279
RIC8B	0.156438922	0.117746831	0.121062215	0.094654111	0.058101541
AC007541.1	0.025924994	0.016822438	0.03134595	0.021967115	0.016992867
TMEM263	0.29836106	0.331754439	0.491958062	0.384874425	0.403188551
MTERF2	0.056385698	0.064703299	0.093121061	0.090347609	0.078066691
CRY1	0.301133685	0.412290193	0.581806824	0.452302361	0.506581629
BTBD11	0	0.029451045	0.022573764	0.025186402	0.063953413
PWP1	0.670380725	0.555611988	0.576763218	0.676924161	0.663874822
PRDM4	0.131778783	0.131380253	0.158733682	0.116147418	0.155490164
AC007622.2	0.013450157	0.000579421	0	0	0
WSCD2	0	0.001595341	0	0	0.003253018
CMKLR1	0	0.009857101	0	0.015167071	0.005608448
FICD	0.048984517	0.052028403	0.070201345	0.058925036	0.058122008
SART3	0.452694187	0.334091872	0.38230029	0.410844191	0.376656779
ISCU	1.761647315	1.597133835	1.570236138	1.642142971	1.562361487
TMEM119	0	0.002455432	0	0.002024588	0.003408813
SELPLG	1.945598821	1.884453482	1.888958792	1.913675995	1.652542146
AC007569.1	0	0.007744126	0.014538571	0.004275709	0
CORO1C	0.042742371	0.099419614	0.104228884	0.131099074	0.222676971
SSH1	0.18190971	0.213208029	0.3200339	0.421983642	0.561175214
USP30	0.009015837	0.041620936	0.077515681	0.076183741	0.075173873
USP30-AS1	0.286328443	0.25543547	0.202706777	0.273251405	0.260955641
ALKBH2	0.188624876	0.113731674	0.128798985	0.124233203	0.091948914
UNG	0.25981347	0.18796781	0.240289534	0.224351113	0.269314661
ACACB	0.045933734	0.047530122	0.038027785	0.056356858	0.049850561
KCTD10	0.100896828	0.125811996	0.104012729	0.172141638	0.223389073
